id,title,ICD9,ICD10
889831,Labyrinthitis,"['386.3', '386.1']","['H812', 'h80', 'H830']"
892026,Miller–Dieker syndrome,['758.3'],"['H812', 'h80', 'H830']"
892865,Essential thrombocythemia,['238.7'],"['D752', 'd70', 'D473', 'd37']"
893955,La Crosse encephalitis,['062.5'],"['A835', 'a80']"
893963,Hypereosinophilic syndrome,['288.3'],"['D721', 'd70', 'D72']"
895033,Macular degeneration,['362.5'],"['H353', 'h30']"
897127,Ureterocele,"['593.8', '753.2']","['N288', 'n25']"
898648,Childhood disintegrative disorder,"['299.1', '299.1']","['F842', 'F843']"
898992,Inguinal hernia,['550'],"['K40', 'k40']"
899236,Irukandji syndrome,['550'],"['K40', 'k40']"
901771,HELLP syndrome,['550'],"['O142', 'o10']"
902762,Pressure ulcer,['707.0'],"['L89', 'l80']"
903430,Lichen planus,['697.0'],"['L43', 'l40']"
904585,Gastrointestinal bleeding,['578.9'],"['K922', 'k90']"
904954,Hives,['708'],"['L50', 'l50']"
906475,Athlete's foot,['110.4'],"['B353', 'b35']"
907692,Juvenile dermatomyositis,['710.3'],"['M330', 'm30']"
907729,Placenta praevia,"['641.0', '641.1']","['O44', 'o30', 'P020', 'p00']"
910135,Alexander disease,['331.8'],"['E752', 'e75']"
910477,Gestational hypertension,['642'],"['O13', 'o10', 'O14', 'o10']"
915830,Usher syndrome,['642'],"['O13', 'o10', 'O14', 'o10']"
928781,Optic nerve hypoplasia,"['377.4', '743.5', '743.5']","['Q142', 'q14']"
933395,Stye,['373.1'],"['H000', 'h00']"
934744,Nevus,"['448.1', '216.0', '216.9']","['I781', 'i70', 'D22']"
938161,Thygeson's superficial punctate keratopathy,['370.2'],"['H161', 'h15']"
938563,AV nodal reentrant tachycardia,['427.8'],"['I471', 'i30']"
939814,Phlebitis,['451'],"['I80', 'i80']"
944199,Erythema multiforme,['695.1'],"['L51', 'l50']"
945521,Fatty liver,"['571.0', '571.8']","['K70', 'k70', 'K760', 'k70']"
945790,Myxoma,['212.7'],"['D219', 'd21']"
953436,Dressler syndrome,['411.0'],"['I241', 'i20']"
956462,Sweating sickness,['078.2'],"['I241', 'i20']"
958401,Idiopathic short stature,['783.4'],"['E343', 'e34']"
960460,Tennis elbow,['726.3'],"['M771', 'm70']"
960783,Hereditary angioedema,['726.3'],"['D841', 'd80', 'D84', '110']"
960896,Angioedema,"['277.6', '995.1']","['D841', 'd80', 'T783', 't66']"
963201,Hemispatial neglect,['781.8'],"['D841', 'd80', 'T783', 't66']"
964266,Asplenia,"['289.5', '759.0']","['D730', 'd70', 'Q890', 'q80']"
968055,Polymicrogyria,['742.2'],"['D730', 'd70', 'Q890', 'q80']"
969023,Arthrogryposis,"['728.3', '754.8']","['Q743', 'q65']"
972656,Hypokalemia,['276.8'],"['E876', 'e70']"
974284,Duchenne muscular dystrophy,['359.1'],"['G710', 'g70']"
975353,Hammer toe,"['735.4', '755.6']","['M204', 'm20', 'Q668', 'q65']"
975417,Pseudovaginal perineoscrotal hypospadias,"['735.4', '755.6']","['M204', 'm20', 'Q668', 'q65']"
978149,Eisenmenger's syndrome,"['745.4', '745.4']","['Q218', 'q20']"
980745,Hypotonia,"['358', '781.3']","['P942', 'p90']"
982456,Movement disorders,"['333.9', '781.0']","['R25', 'r25']"
983793,Persistent Müllerian duct syndrome,"['333.9', '781.0']","['Q558', 'q55']"
986465,Spontaneous bacterial peritonitis,['567.2'],"['Q558', 'q55']"
987766,Familial thoracic aortic aneurysm,['441.0'],"['Q558', 'q55']"
988477,Noonan syndrome,['759.8'],"['Q871', 'q80']"
988729,Diplopia,['368.2'],"['H532', 'h53']"
989740,Gardner's syndrome,['368.2'],"['H532', 'h53']"
991454,Alpha-mannosidosis,['271'],"['E771', 'e70']"
992796,Pituitary adenoma,['237.0'],"['D352', 'd10']"
995080,Galactorrhea,"['611.6', '676.6']","['N643', 'n60', 'O926', 'o85']"
995668,Boil,['680.9'],"['L02', 'l00']"
996303,Hypernatremia,['276.0'],"['E870', 'e70']"
997303,Supernumerary nipple,['757.6'],"['Q833', 'q80']"
999229,Eosinophilic granulomatosis with polyangiitis,['446.4'],"['M301', 'm30']"
1002473,Gastritis,"['535.0', '535.5']","['K290', 'k20', 'K297']"
1002640,Abrasion (medical),['919.0'],"['T140', 't08']"
1002659,Achilles tendinitis,['726.7'],"['M766', 'm70']"
1002689,Hereditary multiple exostoses,['756.5'],"['Q786', 'q65']"
1002770,Vestibular schwannoma,['225.1'],['D333']
1004981,Goodpasture syndrome,['446.2'],"['M310', 'm30', 'M31', '010']"
1007781,Ebstein's anomaly,['746.2'],"['Q225', 'q20']"
1009178,Tracheoesophageal fistula,"['530.8', '750.3']","['J950', 'j95', 'Q391', 'q38', 'Q392', 'q38']"
1009319,Hallermann–Streiff syndrome,['756.0'],"['J950', 'j95', 'Q391', 'q38', 'Q392', 'q38']"
1009951,Li–Fraumeni syndrome,['758.3'],"['J950', 'j95', 'Q391', 'q38', 'Q392', 'q38']"
1010090,Coarctation of the aorta,['747.1'],"['Q251', 'q20']"
1010200,Herpangina,['074.0'],"['B085', 'b00']"
1010229,Glycogen storage disease type II,['271.0'],"['E740', 'e70']"
1010237,Rhabdomyoma,['215'],"['D21', 'd10', 'D21', 'M50']"
1010250,Molar pregnancy,['630'],"['O01', 'o00', 'D392', 'd37']"
1010256,Libman–Sacks endocarditis,['710.0'],"['I39', 'i30', 'M321', 'm30']"
1010536,Mallory–Weiss syndrome,['530.7'],"['K226', 'k20']"
1010562,Plummer–Vinson syndrome,['280.8'],"['D501', 'd50']"
1012386,Bitot's spots,['264.1'],"['D501', 'd50']"
1013664,Darier's disease,['757.3'],"['Q828', 'q80', 'Q82', '868']"
1017713,Epidural hematoma,['432.0'],"['I621', 'i60', 'S064', 's00']"
1017739,Spinal tumor,['192.2'],"['C720', 'c69']"
1017755,Spondylosis,['721'],"['M47', 'm45']"
1017833,Pancoast tumor,['162.3'],"['C341', 'c30']"
1017875,Cystinuria,['270.0'],"['E720', 'e70']"
1017886,Phosphofructokinase deficiency,['271.0'],"['E740', 'e70']"
1017889,Pyruvate kinase deficiency,['282.3'],"['D552', 'd55']"
1018486,Hepatosplenomegaly,['571.8'],"['R162', 'r10']"
1018610,Leukopenia,['288.5'],"['D70', 'd70']"
1020921,Syndrome of inappropriate antidiuretic hormone secretion,['253.6'],"['E222', 'e20']"
1021088,Neurasthenia,['300.5'],"['F480', 'f40']"
1021154,Prolactinoma,['253.1'],"['D352', 'd10']"
1021164,Ependymoma,"['191.9', '225.0', '237.5']","['D352', 'd10']"
1021239,Small-cell carcinoma,"['191.9', '225.0', '237.5']","['D352', 'd10']"
1021254,Meningioma,['225.2'],"['C70', 'c70', 'D32', 'd32']"
1023575,Glioblastoma,['191'],"['C71', 'c69']"
1024017,Nocardiosis,['039.9'],"['A43', 'a30']"
1024337,Steatorrhea,['579.8'],"['K90', 'k90']"
1024404,Becker's muscular dystrophy,['359.1'],"['G710', 'g70']"
1025653,Ainhum,['136.0'],"['L946', 'l80']"
1028498,Benign paroxysmal positional vertigo,['386.1'],"['H811', 'h80']"
1030988,Esophageal web,['386.1'],"['Q394', 'q38']"
1033232,Postherpetic neuralgia,['053.1'],"['G530', 'g50', 'G44', '847']"
1033288,Gastric varices,['053.1'],"['I864', 'i80']"
1034796,Clonorchiasis,['121.1'],"['B661', 'b65']"
1035086,Acute pancreatitis,['577.0'],"['K85', 'k80']"
1035125,Chronic pancreatitis,['577.1'],"['K860', 'k80', 'K861', 'k80']"
1039516,Oculopharyngeal muscular dystrophy,['577.1'],"['G710', 'g70']"
1042227,Breast engorgement,['676.2'],"['G710', 'g70']"
1043898,Gnathostomiasis,['128.1'],"['B831', 'b65']"
1043902,Fasciolosis,['121.3'],"['B663', 'b65']"
1044236,Twin-to-twin transfusion syndrome,"['762.3', '772.0']","['O430', 'o30', 'P023', 'p00', 'P503', 'p50']"
1045467,Traveler's diarrhea,['009.2'],"['O430', 'o30', 'P023', 'p00', 'P503', 'p50']"
1046292,Salmonellosis,['003.0'],"['A020', 'a00']"
1051426,Arachnodactyly,['759.8'],"['Q874', 'q80', 'Q87', '410']"
1051609,Pott's fracture,['759.8'],['S828']
1053612,Angiosarcoma,['759.8'],['S828']
1053949,Spinal cord injury,['759.8'],"['G959', 'g90', 'S14', 'S24', 'S34', 'T06', 'T06', 'T093', 't08']"
1053968,Myelopathy,['336.9'],"['G95', 'g90']"
1054247,Dermatomyositis,['710.3'],"['M330', 'm30', 'M331', 'm30', 'M33', '910']"
1057414,Traumatic brain injury,"['800.0', '801.9', '803.0', '804.9', '850.0', '854.1']","['S06', 's00']"
1058672,Ataxia-telangiectasia,['334.8'],"['G113', 'g10']"
1059585,Hypermagnesemia,['275.2'],"['E834', 'e70']"
1059587,Hypomagnesemia,['275.2'],"['E834', 'e70']"
1059591,Hyperchloremia,['276.9'],"['E878', 'e70']"
1059594,Hypochloremia,['276.9'],"['E878', 'e70']"
1059597,Hyperphosphatemia,['275.3'],"['E878', 'e70']"
1059599,Hypophosphatemia,['275.3'],"['E833', 'e70']"
1060399,Charley horse,['728.8'],"['E833', 'e70']"
1061455,Calcinosis cutis,['709.3'],"['L942', 'l80']"
1062956,Gastrointestinal disease,['709.3'],"['K00', 'k00', 'K93', 'k93']"
1064656,Vancomycin-resistant Staphylococcus aureus,['709.3'],[]
1072308,Colitis,['556.9'],"['K50', 'k50', 'K52']"
1079375,Flat feet,['734'],"['M214', 'm20', 'Q665', 'q65']"
1081829,Thromboangiitis obliterans,['443.1'],"['I731', 'i70']"
1086183,Adrenocortical carcinoma,['194'],"['C740', 'c73']"
1086440,Ornithine transcarbamylase deficiency,['270.6'],"['E724', 'e72']"
1089621,Telogen effluvium,['704.0'],"['L650', 'L65', '000']"
1089783,Thyroid hormone resistance,['246.8'],"['E07', 'e00']"
1089982,Hyperinsulinism,['251.1'],"['E15', 'e15', 'E161', 'e15']"
1092527,Timothy syndrome,['251.1'],"['E15', 'e15', 'E161', 'e15']"
1092939,Toothache,['525.9'],"['K088', 'k00']"
1094648,Hairy cell leukemia,['202.4'],"['C914', 'c81']"
1094665,Bouchard's nodes,['202.4'],"['M152', 'm15']"
1099226,Urinary retention,['788.2'],"['R33', 'r30']"
1103461,Wolf–Hirschhorn syndrome,['758.3'],"['Q933', 'q90']"
1104090,Nipple discharge,['611.7'],"['N645', 'n60']"
1104401,Piriformis syndrome,['355.0'],['G570']
1105043,Hepatic encephalopathy,['572.2'],"['K72', 'k70']"
1106031,Metatarsophalangeal joint sprain,['845.1'],"['S935', 's90']"
1106793,Familial adenomatous polyposis,['211.3'],"['C18', 'c15', 'D12', 'd10']"
1110286,Acral lentiginous melanoma,"['172.0', '173.9']","['C18', 'c15', 'D12', 'd10']"
1110898,Kallmann syndrome,"['172.0', '173.9']","['C18', 'c15', 'D12', 'd10']"
1111249,Hyperpigmentation,['709.0'],"['C18', 'c15', 'D12', 'd10']"
1112185,Tick paralysis,['989.5'],"['T634', 't51']"
1115749,Lesch–Nyhan syndrome,['277.2'],"['E791', 'e70']"
1123708,Hurler syndrome,['277.5'],"['E760', 'e70']"
1123720,Gunther disease,['277.1'],"['E800', 'e70']"
1123733,Menkes disease,['759.8'],"['E830', 'e70']"
1123750,Meatal stenosis,['598.9'],"['E830', 'e70']"
1124428,Congenital insensitivity to pain with anhidrosis,['598.9'],"['E830', 'e70']"
1125702,Polyarteritis nodosa,['446.0'],"['M300', 'm30']"
1125767,Treacher Collins syndrome,['756.0'],"['Q754', 'q65']"
1126118,Aase syndrome,['756.0'],"['Q754', 'q65']"
1126223,Rhinoscleroma,['040.1'],"['A488', 'a30']"
1126336,Hypopigmentation,['709.0'],"['A488', 'a30']"
1127948,Pityriasis rosea,['696.3'],"['L42', 'l40']"
1129862,Peutz–Jeghers syndrome,['759.6'],"['Q858', 'q80']"
1137234,Immunodeficiency–centromeric instability–facial anomalies syndrome,['759.6'],"['Q858', 'q80']"
1137742,Chorea acanthocytosis,['759.6'],"['Q858', 'q80']"
1137754,Subconjunctival hemorrhage,['372.7'],"['H113', 'h10']"
1140141,Water intoxication,['276.6'],['E877']
1141135,Caput medusae,['456.8'],"['I868', 'i80', 'I86', '820']"
1143957,Port-wine stain,['757.3'],"['Q825', 'q80', 'Q82', '510']"
1145110,Peritonsillar abscess,['475'],"['J36', 'j30']"
1149394,Cauliflower ear,['738.7'],"['M951', 'm95']"
1150165,Choreoathetosis,['333.5'],"['G255', 'g20']"
1150242,Opisthotonus,['781.0'],"['G255', 'g20']"
1165478,Leiomyoma,['218'],"['D21', 'd21', 'D25', 'd25', 'D21', 'M40']"
1166283,Gestational trophoblastic disease,['218'],"['D21', 'd21', 'D25', 'd25', 'D21', 'M40']"
1167102,Tonsillolith,['474.8'],"['J358', 'j30']"
1167164,Transient tachypnea of the newborn,['770.6'],"['P221', 'p20']"
1168570,Joint dislocation,"['830', '848']","['T143', 't08']"
1169210,Serous tumour,"['830', '848']","['T143', 't08']"
1169288,Sertoli–Leydig cell tumour,"['183.0', '256.1']","['T143', 't08']"
1169289,Thecoma,['220'],"['T143', 't08']"
1169291,Granulosa cell tumour,"['183', '236.2']","['C56', 'c51']"
1171612,Atelectasis,['518.0'],"['J981', 'j95']"
1172333,Hairy leukoplakia,['528.6'],"['K133', 'k00']"
1173614,Adult T-cell leukemia/lymphoma,"['204.0', '208.9']","['C83', 'c81', 'C88', 'c81']"
1173689,Stress fracture,"['733.9', '733.9', '733.9']","['M484', 'm45', 'M843', 'm80']"
1175839,Lichen sclerosus,['701.0'],"['L900', 'l80']"
1175860,Bálint's syndrome,['368.1'],"['L900', 'l80']"
1181346,Berdon syndrome,['368.1'],"['L900', 'l80']"
1189446,Alopecia universalis,['368.1'],"['L631', 'l60']"
1189687,Zellweger syndrome,"['277.8', '759.8']","['Q878', 'q80']"
1192959,Dermatofibrosarcoma protuberans,"['277.8', '759.8']","['C49', 'c49', 'C49', 'M24']"
1194872,Potter sequence,"['753.0', '658.0', '761.2']","['Q606', 'q60']"
1196268,Glomerulonephritis,"['580', '582']","['Q606', 'q60']"
1199991,Zieve's syndrome,['571.1'],"['Q606', 'q60']"
1203753,Keratosis pilaris,['757.3'],"['Q606', 'q60']"
1208899,POEMS syndrome,['757.3'],['D477']
1209013,Xeroderma pigmentosum,['757.3'],"['Q821', 'q80']"
1209518,Pemphigus,['694.4'],"['L10', 'l10']"
1211445,Wiskott–Aldrich syndrome,['279.1'],"['D820', 'd80']"
1212374,Incontinentia pigmenti,['757.3'],"['Q823', 'q80']"
1212524,Bloom syndrome,['757.3'],"['Q828', 'q82']"
1212545,Familial dysautonomia,['742.8'],"['G901', 'g90']"
1212595,Aortoiliac occlusive disease,['444.0'],"['G901', 'g90']"
1212684,Angioma,"['228', '709.1', '759.6']","['G901', 'g90']"
1212808,Gastroschisis,['756.7'],"['Q793', 'q65']"
1213286,Cherry hemangioma,['448.1'],[]
1213345,Seborrheic keratosis,['702.1'],"['L82', 'l80']"
1213772,Chondrosarcoma,['170.9'],"['L82', 'l80']"
1214387,Miliaria,['705.1'],"['L740', 'l60', 'L743', 'l60']"
1217394,Tinea capitis,['110.0'],"['B350', 'b35', 'B35', '006']"
1220348,Benign fibrous histiocytoma,['216.9'],"['D23', 'd10', 'D23', 'L62']"
1221516,Small intestinal bacterial overgrowth,['579.8'],['K63']
1221743,Clitoromegaly,['752.4'],['N90']
1222237,Epiglottitis,"['464.3', '476.1']","['J051', 'j00']"
1222268,Sydenham's chorea,['392'],"['I02', 'i00']"
1223539,Hereditary nonpolyposis colorectal cancer,"['153.0', '154.1']","['C18', 'c15', 'C20', 'c15']"
1226316,Hyperplasia,"['153.0', '154.1']","['C18', 'c15', 'C20', 'c15']"
1231464,Tropical sprue,['579.1'],['K901']
1236730,Neoplasm,"['140', '239.9']","['C00', 'c00', 'D48', 'd37']"
1238967,Orthostatic intolerance,"['140', '239.9']","['C00', 'c00', 'D48', 'd37']"
1239047,Postural orthostatic tachycardia syndrome,['337.9'],"['C00', 'c00', 'D48', 'd37']"
1242028,Hyperandrogenism,['255.2'],"['E25', 'E28']"
1242240,Hypertrichosis,"['704.1', '757.4']","['L68', 'l60', 'Q84']"
1248929,Fetal alcohol spectrum disorder,['760.7'],"['Q860', 'q80']"
1255502,Takayasu's arteritis,['446.7'],"['M314', 'm30']"
1256552,Primrose syndrome,['446.7'],"['M314', 'm30']"
1256559,Facial nerve paralysis,['351'],"['G51', 'g50']"
1257053,Short bowel syndrome,['579.3'],['K91']
1258362,Cervical fracture,['805.0'],"['S12', 's10']"
1258603,Sebaceous cyst,['706.2'],"['L720060', 'L721', 'l60']"
1258641,Epidermoid cyst,['706.2'],"['L720', 'l60']"
1260575,"46,XX testicular disorders of sex development",['706.2'],"['L720', 'l60']"
1261679,Cold urticaria,['708.2'],"['L502', 'l50', 'L50', '210']"
1263037,Renal artery stenosis,['440.1'],"['L502', 'l50', 'L50', '210']"
1263226,Rotator cuff tear,"['726.1', '727.6', '840.4']","['M751', 'm70', 'S460', 's40']"
1263292,Adhesive capsulitis of shoulder,['726.0'],"['M750', 'm70']"
1263943,Erythema marginatum,['695.8'],['L532250']
1264949,Nonbacterial thrombotic endocarditis,['695.8'],['L532250']
1267823,Fibromatosis,['728.7'],"['M729', 'm70']"
1272984,Distal radius fracture,['728.7'],['S525']
1273094,Neuromyelitis optica,['341.0'],"['G360', 'g35']"
1274833,Adverse drug reaction,"['995.2', 'E850', 'E858']","['T887', 't80', 'Y40', 'y40', 'Y59', 'y40']"
1282696,Red eye (medicine),['379.9'],"['H579', 'h55']"
1284656,Myeloperoxidase deficiency,['379.9'],"['H579', 'h55']"
1285618,Erysipeloid,['027.1'],"['A26', 'a20']"
1287219,Arteritis,['447.6'],"['I776', 'i70', 'M31', 'm30']"
1289395,Xanthelasma,['374.5'],"['H026', 'h00']"
1298492,Intermittent claudication,['440.2'],"['I739', 'i70']"
1299168,Stasis dermatitis,['454.1'],"['I831', 'i80']"
1300703,Chromosome 5q deletion syndrome,['454.1'],"['I831', 'i80']"
1300874,Actinic keratosis,['702.0'],"['L570', 'l55']"
1300901,Myeloid sarcoma,['205.3'],"['C923', 'c81']"
1300916,Adenoid cystic carcinoma,['205.3'],"['C923', 'c81']"
1301150,Palmoplantar keratoderma,"['701.1', '757.3']","['L851', 'l80', 'L852', 'l80', 'Q82']"
1301620,Cardiogenic shock,['785.5'],"['R570', 'r50']"
1301630,Neurogenic shock,['785'],['R57']
1306539,Nesidioblastosis,['251.9'],['R57']
1306596,Congenital hyperinsulinism,['251.1'],['R57']
1311134,Cerebral salt-wasting syndrome,['251.1'],['R57']
1312455,Polyorchidism,[],['R57']
1315495,Non-24-hour sleep–wake disorder,['327.3'],['R57']
1333992,Metabolic acidosis,['276.2'],"['E872', 'e70']"
1334036,Respiratory acidosis,['276.2'],"['E872', 'e70']"
1336513,Superior vena cava syndrome,['459.2'],"['I871', 'i80']"
1336553,Erythroplakia,['528.7'],"['K132', 'k00']"
1340251,Horner's syndrome,['337.9'],"['G902', 'g90']"
1341703,Cri du chat syndrome,['758.3'],"['Q934', 'q90']"
1345530,Malouf syndrome,[],"['Q934', 'q90']"
1351148,Hydrocele,[],"['Q934', 'q90']"
1355414,Pickardt syndrome,['253.7'],['E23']
1356473,Nail biting,['307.9'],"['F988', 'f90', 'F98', '810']"
1363233,Protein S deficiency,['289.8'],"['D685', 'd68']"
1364433,Pulseless electrical activity,['427.9'],"['I469', 'I30']"
1368229,Spondylolisthesis,"['738.4', '756.1']","['M431', 'm40', 'Q762', 'q65']"
1368247,CADASIL,"['738.4', '756.1']","['M431', 'm40', 'Q762', 'q65']"
1370748,Hyperkinesia,['333'],"['M431', 'm40', 'Q762', 'q65']"
1374627,Hyperacusis,['388.4'],"['H932', 'h90']"
1381400,Hemolytic disease of the newborn,['773'],"['P55', 'p50']"
1384898,Cauda equina syndrome,['344.6'],"['G834', 'g80']"
1386912,Liposarcoma,['344.6'],"['G834', 'g80']"
1387817,Pendred syndrome,['344.6'],['E071']
1393791,Paraganglioma,"['194.5', '194.6', '227.5', '227.6', '237.3']","['C754', 'c73', 'C755', 'c73', 'D355', 'd10', 'D356', 'd10', 'D446', 'd37', 'D447', 'd37']"
1393845,Glomus tumor,"['194.5', '194.6', '227.5', '227.6', '237.3']","['C754', 'c73', 'C755', 'c73', 'D355', 'd10', 'D356', 'd10', 'D446', 'd37', 'D447', 'd37']"
1396651,Melasma,['709.0'],"['L811', 'l80']"
1397638,Struma ovarii,['709.0'],"['L811', 'l80']"
1399587,Cryptomenorrhea,['709.0'],"['L811', 'l80']"
1399651,Müllerian agenesis,['626.0'],"['Q510', 'q50', 'Q520', 'q50']"
1402262,Baby colic,['789.7'],"['R104', 'r10']"
1402675,Asherman's syndrome,['621.5'],"['N856', 'n80']"
1410061,Crouzon syndrome,['756.0'],"['Q751', 'q65']"
1410487,Mycosis fungoides,['202.1'],"['C840', 'c81']"
1416530,Pyelonephritis,"['590.0', '590.1', '590.3', '590.8', '590.8']","['N10', 'n10', 'N12', 'n10', 'N136', 'n10', 'N209', 'n20']"
1417007,Coloboma,"['377.2', '743.4', '743.4', '743.5', '743.5']","['Q103', 'q10', 'Q122', 'q10', 'Q130', 'q10', 'Q142', 'q10', 'Q148', 'q10']"
1419740,Telangiectasia,"['362.1', '448.0']","['G113', 'g10', 'I780', 'i70', 'M341', 'm30']"
1422476,Placental abruption,['641.2'],"['O45', 'o30']"
1432191,Japanese encephalitis,['062.0'],"['A830', 'a80']"
1432909,Progressive supranuclear palsy,['333.0'],"['G231', 'g20']"
1433099,Varicocele,['456.4'],"['I861', 'i80']"
1434577,Xerophthalmia,"['264.6', '264.7']","['E506', 'e50', 'E507', 'e50']"
1435831,Trichorrhexis nodosa,['704.2'],"['L670', 'l60']"
1438572,Zygomycosis,['117.7'],"['B46', 'b35']"
1445505,Ellis–van Creveld syndrome,['756.5'],"['Q776', 'q65']"
1446341,Milium (dermatology),"['374.8', '704.8', '706.1']","['Q776', 'q65']"
1446449,Bilateral frontoparietal polymicrogyria,"['374.8', '704.8', '706.1']","['Q776', 'q65']"
1446772,Mismatch repair cancer syndrome,"['374.8', '704.8', '706.1']","['Q776', 'q65']"
1448647,Fukuyama congenital muscular dystrophy,"['374.8', '704.8', '706.1']","['Q776', 'q65']"
1448698,Upper motor neuron lesion,"['374.8', '704.8', '706.1']","['Q776', 'q65']"
1451147,Penile agenesis and testicular agenesis,['752.6'],"['Q776', 'q65']"
1458550,Depersonalization disorder,['300.6'],"['F481', 'f40']"
1460251,Sirenomelia,['759.8'],"['Q872', 'q80']"
1467035,Perinatal asphyxia,['768'],['P21']
1469259,Microphthalmia,['743.1'],"['Q112', 'q10']"
1478416,Parotitis,"['072.9', '527.2']","['B26', 'b20']"
1481453,Adenomyosis,['617.0'],"['N800', 'n80']"
1482105,Thrombophlebitis,['451'],"['I80', 'i80', 'I821', 'i80']"
1483290,Interstitial lung disease,"['518.8', '508.1', '515', '516.3', '714.8', '770.7']","['J849', 'j80']"
1492163,"Atelosteogenesis, type II","['518.8', '508.1', '515', '516.3', '714.8', '770.7']","['J849', 'j80']"
1492251,Alagille syndrome,['759.8'],"['Q447', 'q38', 'Q44']"
1492806,Coffin–Lowry syndrome,['759.8'],"['Q878', 'q87']"
1492992,Krabbe disease,['330.0'],"['E752', 'e70']"
1493053,Cockayne syndrome,['759.8'],"['Q871', 'q80', 'Q87', '110']"
1493083,Rubinstein–Taybi syndrome,['759.8'],"['Q872', 'q80']"
1497232,Hepatomegaly,['789.1'],"['R16', 'r16']"
1498676,Avascular necrosis,['733.4'],"['M87', 'm86']"
1502970,Moyamoya disease,[],[]
1503658,Stretch marks,['701.3'],"['L906', 'l80']"
1514889,Apert syndrome,['755.5'],"['Q870', 'q80']"
1516079,Jervell and Lange-Nielsen syndrome,['426.8'],"['Q870', 'q80']"
1516266,Cutaneous T cell lymphoma,"['202.1', '202.2']","['C840', 'c81', 'C841', 'c81']"
1516915,Swine influenza,"['202.1', '202.2']",['J09']
1524776,Diabetic nephropathy,['250.4'],['J09']
1524906,Animal bite,['E906.5'],"['T141', 't08']"
1525923,Myelofibrosis,['289.8'],"['C944', 'D474', 'd37']"
1530575,Mycosis,"['110', '118.9']","['B35', 'b35', 'B49', 'b35']"
1537550,Postencephalitic parkinsonism,['310.8'],"['G213', 'g20']"
1544629,Abderhalden–Kaufmann–Lignac syndrome,['270.0'],"['G213', 'g20']"
1545781,Urethral syndrome,['597.8'],"['N343', 'n30']"
1546688,Achard–Thiers syndrome,['255.2'],"['E259', 'e20']"
1556233,Fibrodysplasia ossificans progressiva,['728.1'],"['M611', 'm60']"
1557064,Romano–Ward syndrome,['794.3'],['I45']
1557100,Long-chain 3-hydroxyacyl-coenzyme A dehydrogenase deficiency,['277.8'],['I45']
1557120,Andersen–Tawil syndrome,"['426.8', '794.3']","['I458', 'i45']"
1558987,Erb's palsy,['767.6'],"['P140', 'p10']"
1559133,Hemeralopia,['368.6'],"['P140', 'p10']"
1565005,Retinal haemorrhage,['362.8'],"['H356', 'h30']"
1567975,Claudication,['443.9'],"['H356', 'h30']"
1571730,Saint Louis encephalitis,['062.3'],"['A833', 'a80']"
1578885,Nasal septum deviation,['470'],"['J342', 'j30']"
1579511,Nasal septum perforation,['478.1'],"['J348', 'j30']"
1580138,Granuloma faciale,['701.8'],"['L922', 'l80']"
1580977,Pinta (disease),['103'],"['A67', 'a65']"
1585203,Kienböck's disease,['732.3'],"['M931', 'm86']"
1585862,Acute stress reaction,['308'],"['F430', 'f40']"
1587653,Manganism,['985.2'],"['T572', 't51']"
1589857,CREST syndrome,['710.1'],"['M341', 'm30']"
1593643,Hyperlipidemia,"['272.0', '272.4']","['E78', 'e70']"
1599873,Atrophic gastritis,['535.1'],"['K294', 'k20']"
1600967,Lupus nephritis,['583.8'],"['M321', 'm32', 'N085', 'n00']"
1601399,Aphthous stomatitis,['528.2'],"['K120', 'k00']"
1602117,Friedreich's ataxia,['334.0'],"['G111', 'g10']"
1604455,Volvulus,"['537.3', '560.2']","['K562', 'k55']"
1608085,Pseudofolliculitis barbae,['704.8'],"['L731', 'l60']"
1609070,Hyperinsulinemia,['251.6'],"['L731', 'l60']"
1617101,Fibrous dysplasia of bone,"['526.8', '733.2', '756.5']","['K108', 'k00', 'M850', 'm80', 'Q781', 'q65']"
1619219,Pulmonary sequestration,['748.5'],"['Q332', 'q30']"
1620523,Trimethylaminuria,['270.8'],"['E888', 'e70']"
1626259,Hypertensive kidney disease,['403'],"['I12', 'i10']"
1627307,Aspiration pneumonia,"['507', '770.1', '997.3']","['J690', 'j60', 'P249', 'p20']"
1627463,Tuberculous lymphadenitis,['017.2'],"['A182', 'a15']"
1627546,Chondroma,['213.9'],"['D16', 'd10', 'D21', 'd10']"
1632609,Acne keloidalis nuchae,['706.1'],['L730']
1635353,Palatal myoclonus,['333.2'],['L730']
1637890,Ectodermal dysplasia,['757.3'],"['Q824', 'q80']"
1638257,Birt–Hogg–Dubé syndrome,['757.3'],"['Q824', 'q80']"
1639903,Mulibrey nanism,['757.3'],"['Q824', 'q80']"
1640038,Thanatophoric dysplasia,['757.3'],"['Q771', 'q65']"
1644016,Costochondritis,['733.6'],"['Q771', 'q65']"
1649200,Boxer's fracture,['733.6'],"['S623', 's60']"
1654457,Neuralgia,['729.2'],"['M792', 'm70']"
1656751,Polymyalgia rheumatica,['725'],"['M353', 'm30']"
1656889,Intertrigo,['695.8'],"['L304', 'l20', 'L30', '490']"
1657789,Evans syndrome,['287.3'],"['D693', 'd65']"
1658140,Stickler syndrome,['759.8'],"['Q878', 'q80']"
1660874,Scombroid food poisoning,['988.0'],"['T611', 't51']"
